season,league_match,home,team_1,team_2,outcome,goals_conceded_t1,goals_conceced_t2,goals_scored_t1,goals_scored_t2,home_wins_t1,home_wins_t2,away_wins_t1,away_wins_t2,home_losses_t1,home_losses_t2,away_losses_t1,away_losses_t2,home_draws_t1,home_draws_t2,away_draws_t1,away_draws_t2,rank_position_t1,rank_position_t2,wins_streak_t1,wins_streak_t2,draws_streak_t1,draws_streak_t2,losses_streak_t1,losses_streak_t2
2017,2,team_1,Athletic,Barcelona,team_2,2,2,1,6,0,1,0,0,0,0,1,0,0,0,0,0,14,1,0,1,0,0,1,0
2017,2,team_1,Villarreal,Sevilla,draw,1,4,1,6,0,1,0,0,0,0,0,0,0,0,1,0,8,3,0,1,1,0,0,0
2017,3,team_1,R. Sociedad,Espanyol,draw,3,8,2,6,0,0,1,0,1,0,0,1,0,1,0,0,9,14,1,0,0,1,0,0
2017,3,team_1,Celta,Atlético,team_2,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,20,12,0,0,0,2,2,0
2017,3,team_1,Real Madrid,Osasuna,team_1,1,3,5,1,1,0,1,0,0,1,0,0,0,0,0,1,2,15,2,0,0,0,0,1
2017,3,team_1,Sevilla,Las Palmas,team_1,4,3,6,9,1,1,0,1,0,0,0,0,0,0,1,0,4,3,0,2,1,0,0,0
2017,3,team_1,Málaga,Villarreal,team_2,3,1,3,1,0,0,0,0,0,0,0,0,1,1,1,1,13,11,0,0,2,2,0,0
2017,3,team_1,Barcelona,Alavés,team_2,2,1,7,1,1,0,1,0,0,0,0,0,0,1,0,1,1,10,2,0,0,2,0,0
2017,3,team_1,Real Sporting,Leganés,team_1,1,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,5,6,0,0,1,1,0,0
2017,3,team_1,Valencia,Real Betis,team_2,5,6,2,2,0,0,0,0,1,0,1,1,0,1,0,0,19,17,0,0,0,1,2,0
2017,3,team_1,Granada,Eibar,team_2,6,2,2,2,0,1,0,0,0,0,1,1,1,0,0,0,16,8,0,1,0,0,1,0
2017,3,team_1,Deportivo,Athletic,team_2,1,3,2,1,1,0,0,0,0,1,0,1,0,0,1,0,7,18,0,0,1,0,0,2
2017,4,team_1,Real Betis,Granada,draw,8,8,5,3,0,0,1,0,0,1,1,1,1,1,0,0,13,18,1,0,0,0,0,2
2017,4,team_1,Leganés,Barcelona,team_2,2,4,2,8,0,1,1,1,0,1,1,0,1,0,0,0,11,5,0,0,0,0,1,1
2017,4,team_1,Atlético,Real Sporting,team_1,1,2,5,4,0,2,1,0,0,0,0,0,1,0,1,1,9,3,1,1,0,0,0,0
2017,4,team_1,Eibar,Sevilla,draw,3,5,4,8,1,2,1,0,0,0,1,0,0,0,0,1,6,2,2,1,0,0,0,0
2017,4,team_1,Las Palmas,Málaga,team_1,5,5,10,3,1,0,1,0,0,1,1,0,0,1,0,1,4,16,0,0,0,0,1,1
2017,4,team_1,Osasuna,Celta,draw,8,7,3,1,0,0,0,0,1,2,1,1,0,0,1,0,17,20,0,0,0,0,2,3
2017,4,team_1,Athletic,Valencia,team_1,3,8,2,4,0,0,1,0,1,2,1,1,0,0,0,0,14,19,1,0,0,0,0,3
2017,4,team_1,Villarreal,R. Sociedad,team_1,1,4,3,3,0,0,1,1,0,1,0,0,1,1,1,0,8,10,1,0,0,1,0,0
2017,4,team_1,Espanyol,Real Madrid,team_2,9,3,7,10,0,2,0,1,0,0,1,0,1,0,1,0,15,1,0,3,2,0,0,0
2017,4,team_1,Alavés,Deportivo,draw,2,2,3,2,0,1,1,0,0,1,0,0,1,0,1,1,7,12,1,0,0,0,0,1
2017,5,team_1,Málaga,Eibar,team_1,6,4,3,5,0,1,0,1,1,0,1,1,1,1,1,0,15,7,0,0,0,1,2,0
2017,5,team_1,Sevilla,Real Betis,team_1,6,10,9,7,2,0,0,1,0,0,0,1,0,2,2,0,5,12,0,0,1,1,0,0
2017,5,team_1,Celta,Real Sporting,team_1,7,7,1,4,0,2,0,0,2,0,1,1,0,0,1,1,19,8,0,0,1,0,0,1
2017,5,team_1,Real Madrid,Villarreal,draw,3,2,12,5,2,1,2,1,0,0,0,0,0,1,0,1,1,4,4,2,0,0,0,0
2017,5,team_1,Barcelona,Atlético,draw,5,1,13,10,1,1,2,1,1,0,0,0,0,1,0,1,2,6,1,2,0,0,0,0
2017,5,team_1,Granada,Athletic,team_2,10,4,5,4,0,1,0,1,1,1,1,1,1,0,1,0,17,10,0,2,1,0,0,0
2017,5,team_1,R. Sociedad,Las Palmas,team_1,6,5,4,11,0,2,1,1,1,0,1,1,1,0,0,0,13,3,0,1,0,0,1,0
2017,5,team_1,Deportivo,Leganés,team_2,2,7,2,3,1,0,0,1,1,1,0,1,0,1,2,0,11,14,0,0,1,0,0,2
2017,5,team_1,Osasuna,Espanyol,team_2,8,11,3,7,0,0,0,0,1,1,1,1,1,1,1,1,18,16,0,0,1,0,0,1
2017,5,team_1,Valencia,Alavés,team_1,10,2,5,3,0,0,0,1,2,0,2,0,0,2,0,1,20,9,0,0,0,1,4,0
2017,6,team_1,Real Betis,Málaga,team_1,11,7,7,5,0,1,1,0,0,1,2,1,2,1,0,1,14,16,0,1,0,0,1,0
2017,6,team_1,Eibar,R. Sociedad,team_1,6,7,6,8,1,1,1,1,0,1,2,1,1,1,0,0,8,9,0,1,0,0,1,0
2017,6,team_1,Real Sporting,Barcelona,team_2,9,6,5,14,2,1,0,2,0,1,2,0,0,1,1,0,10,3,0,0,0,1,2,0
2017,6,team_1,Athletic,Sevilla,team_1,5,6,6,10,1,3,2,0,1,0,1,0,0,0,0,2,7,2,3,1,0,0,0,0
2017,6,team_1,Las Palmas,Real Madrid,draw,9,4,12,13,2,2,1,2,0,0,2,0,0,1,0,0,5,1,0,0,0,1,1,0
2017,6,team_1,Leganés,Valencia,team_2,8,11,5,7,0,1,2,0,1,2,1,2,1,0,0,0,11,18,1,1,0,0,0,0
2017,6,team_1,Atlético,Deportivo,team_1,2,4,11,3,1,1,1,0,0,2,0,0,1,0,2,2,4,15,0,0,1,0,0,1
2017,6,team_1,Villarreal,Osasuna,team_1,3,10,6,4,1,0,1,0,0,2,0,1,1,1,2,1,6,19,0,0,1,0,0,1
2017,6,team_1,Espanyol,Celta,team_2,12,8,9,3,0,1,1,0,1,2,1,1,1,0,1,1,13,17,1,1,0,0,0,0
2017,6,team_1,Alavés,Granada,team_1,4,12,4,6,0,0,1,0,0,2,1,1,2,1,1,1,12,20,0,0,0,0,1,1
2017,7,team_1,R. Sociedad,Real Betis,team_1,9,11,8,8,1,1,1,1,1,0,2,2,1,2,0,0,11,10,0,1,0,0,1,0
2017,7,team_1,Granada,Leganés,team_2,15,10,7,6,0,0,0,2,2,2,2,1,1,1,1,0,20,13,0,0,0,0,2,1
2017,7,team_1,Sevilla,Alavés,team_1,9,5,11,7,3,1,0,1,0,0,1,1,0,2,2,1,6,9,0,1,0,0,1,0
2017,7,team_1,Osasuna,Las Palmas,draw,13,11,5,14,0,2,0,1,2,0,2,2,1,1,1,0,19,8,0,0,0,1,2,0
2017,7,team_1,Deportivo,Real Sporting,team_1,5,14,3,5,1,2,0,0,2,1,1,2,0,0,2,1,17,14,0,0,0,0,2,3
2017,7,team_1,Valencia,Atlético,team_2,12,2,9,12,1,2,1,1,2,0,2,0,0,1,0,2,15,3,2,1,0,0,0,0
2017,7,team_1,Real Madrid,Eibar,draw,6,6,15,8,2,2,2,1,0,0,0,2,1,1,1,0,1,7,0,1,2,0,0,0
2017,7,team_1,Espanyol,Villarreal,draw,14,4,9,9,0,2,1,1,2,0,1,0,1,1,1,2,16,4,0,1,0,0,1,0
2017,7,team_1,Málaga,Athletic,team_1,8,6,5,9,1,2,0,2,1,1,2,1,1,0,1,0,18,5,0,4,0,0,1,0
2017,7,team_1,Celta,Barcelona,team_1,8,6,5,19,1,1,1,3,2,1,1,0,0,1,1,0,12,2,2,1,0,0,0,0
2017,8,team_1,Las Palmas,Espanyol,draw,13,14,16,9,2,0,1,1,0,2,2,1,1,2,1,1,8,18,0,0,2,1,0,0
2017,8,team_1,Leganés,Sevilla,team_2,10,10,7,13,0,4,3,0,2,0,1,1,1,0,0,2,11,3,1,1,0,0,0,0
2017,8,team_1,Barcelona,Deportivo,team_1,10,6,22,5,1,2,3,0,1,2,1,1,1,0,0,2,4,14,0,1,0,0,1,0
2017,8,team_1,Atlético,Granada,team_1,2,16,14,7,2,0,2,0,0,3,0,2,1,1,2,1,2,20,2,0,0,0,0,3
2017,8,team_1,Real Betis,Real Madrid,team_2,12,7,8,16,1,2,1,2,0,0,3,0,2,2,0,1,13,1,0,0,0,3,1,0
2017,8,team_1,Alavés,Málaga,draw,7,9,8,7,1,2,1,0,0,1,2,2,2,1,1,1,12,15,0,1,0,0,1,0
2017,8,team_1,Athletic,R. Sociedad,team_1,8,9,10,9,2,2,2,1,1,1,2,2,0,1,0,0,6,9,0,1,0,0,1,0
2017,8,team_1,Real Sporting,Valencia,team_2,16,14,6,9,2,1,0,1,1,3,3,2,0,0,1,0,16,17,0,0,0,0,4,1
2017,8,team_1,Villarreal,Celta,team_1,4,11,9,9,2,2,1,1,0,2,0,1,1,0,3,1,5,10,0,3,1,0,0,0
2017,8,team_1,Eibar,Osasuna,team_2,7,15,9,7,2,0,1,0,0,2,2,2,1,2,1,1,7,19,0,0,1,1,0,0
2017,9,team_1,Osasuna,Real Betis,team_2,17,18,10,9,0,1,1,1,2,1,2,3,2,2,1,0,19,16,1,0,0,0,0,2
2017,9,team_1,Espanyol,Eibar,draw,14,10,9,11,0,2,1,1,2,1,1,2,2,1,2,1,17,8,0,0,2,0,0,1
2017,9,team_1,Valencia,Barcelona,team_2,15,10,11,26,1,2,2,3,3,1,2,1,0,1,0,0,14,4,1,1,0,0,0,0
2017,9,team_1,R. Sociedad,Alavés,team_1,12,8,11,9,2,1,1,1,1,0,3,2,1,3,0,1,10,9,0,0,0,1,1,0
2017,9,team_1,Granada,Real Sporting,draw,23,18,8,7,0,2,0,0,3,2,3,3,1,0,1,1,20,18,0,0,0,0,4,5
2017,9,team_1,Celta,Deportivo,team_1,16,10,9,5,2,2,1,0,2,2,2,2,0,0,1,2,12,15,0,0,0,0,1,1
2017,9,team_1,Sevilla,Atlético,team_1,12,3,16,21,4,3,1,2,0,0,1,0,0,1,2,2,3,2,2,3,0,0,0,0
2017,9,team_1,Villarreal,Las Palmas,team_1,4,13,14,16,3,2,1,1,0,0,0,2,1,2,3,1,5,7,1,0,0,3,0,0
2017,9,team_1,Málaga,Leganés,team_1,10,13,8,9,2,0,0,3,1,3,2,1,1,1,2,0,13,11,0,0,1,0,0,1
2017,9,team_1,Real Madrid,Athletic,team_1,8,10,22,13,2,3,3,2,0,1,0,2,2,0,1,0,1,6,1,1,0,0,0,0
2017,10,team_1,Leganés,R. Sociedad,team_2,17,12,9,14,0,3,3,1,3,1,2,3,1,1,0,0,14,7,0,1,0,0,2,0
2017,10,team_1,Real Sporting,Sevilla,draw,18,12,7,17,2,5,0,1,2,0,3,1,0,0,2,2,18,2,0,3,1,0,0,0
2017,10,team_1,Alavés,Real Madrid,team_2,11,9,9,24,1,3,1,3,0,0,3,0,3,2,1,1,13,1,0,2,0,0,1,0
2017,10,team_1,Atlético,Málaga,team_1,4,10,21,12,3,3,2,0,0,1,1,2,1,1,2,2,5,11,0,1,0,0,1,0
2017,10,team_1,Barcelona,Granada,team_1,12,23,29,8,2,0,4,0,1,3,1,3,1,2,0,1,3,20,2,0,0,1,0,0
2017,10,team_1,Eibar,Villarreal,team_1,13,5,14,16,2,4,1,1,1,0,2,0,1,1,2,3,9,4,0,2,1,0,0,0
2017,10,team_1,Athletic,Osasuna,draw,12,19,14,11,3,0,2,1,1,3,3,2,0,2,0,1,6,19,0,0,0,0,1,1
2017,10,team_1,Real Betis,Espanyol,team_2,19,17,11,12,1,0,2,1,1,2,3,1,2,3,0,2,12,16,1,0,0,3,0,0
2017,10,team_1,Las Palmas,Celta,draw,15,17,17,13,2,3,1,1,0,2,3,2,2,0,1,1,10,8,0,1,0,0,1,0
2017,10,team_1,Deportivo,Valencia,draw,14,18,6,13,2,1,0,2,2,4,3,2,0,0,2,0,17,15,0,0,0,0,2,1
2017,11,team_1,Málaga,Real Sporting,team_1,14,19,14,8,3,2,0,0,1,2,3,3,1,1,2,2,11,18,0,0,0,2,1,0
2017,11,team_1,Granada,Deportivo,draw,24,15,8,7,0,2,0,0,3,2,4,3,2,1,1,2,20,17,0,0,0,1,1,0
2017,11,team_1,R. Sociedad,Atlético,team_1,12,6,16,25,3,4,2,2,1,0,3,1,1,1,0,2,7,3,2,1,0,0,0,0
2017,11,team_1,Osasuna,Alavés,team_2,20,15,12,10,0,1,1,1,3,1,2,3,2,3,2,1,19,15,0,0,1,0,0,2
2017,11,team_1,Las Palmas,Eibar,team_1,18,14,20,16,2,3,1,1,0,1,3,2,3,1,1,2,10,8,0,1,1,0,0,0
2017,11,team_1,Real Madrid,Leganés,team_1,10,19,28,9,3,0,4,3,0,4,0,2,2,1,1,0,1,16,3,0,0,0,0,3
2017,11,team_1,Espanyol,Athletic,draw,17,13,13,15,0,3,2,2,2,1,1,3,3,1,2,0,12,6,1,0,0,1,0,0
2017,11,team_1,Celta,Valencia,team_1,20,19,16,14,3,1,1,2,2,4,2,2,0,0,2,1,9,14,0,0,1,1,0,0
2017,11,team_1,Villarreal,Real Betis,team_1,7,20,17,11,4,1,1,2,0,2,1,3,1,2,3,0,5,13,0,0,0,0,1,1
2017,11,team_1,Sevilla,Barcelona,team_2,13,12,18,30,5,3,1,4,0,1,1,1,0,1,3,0,4,2,0,3,1,0,0,0
2017,12,team_1,Real Betis,Las Palmas,team_1,22,18,11,21,1,3,2,1,2,0,4,3,2,3,0,1,14,9,0,1,0,0,2,0
2017,12,team_1,Deportivo,Sevilla,team_2,16,15,8,19,2,5,0,1,2,1,3,1,1,0,3,3,17,5,0,0,2,0,0,1
2017,12,team_1,Barcelona,Málaga,draw,13,16,32,17,3,4,5,0,1,1,1,3,1,1,0,2,2,11,4,1,0,0,0,0
2017,12,team_1,Eibar,Celta,team_1,15,21,16,18,3,4,1,1,1,2,3,2,1,0,2,2,10,8,0,1,0,0,1,0
2017,12,team_1,Atlético,Real Madrid,team_2,8,10,25,31,4,4,2,4,0,0,2,0,1,2,2,1,4,1,0,4,0,0,1,0
2017,12,team_1,Alavés,Espanyol,team_2,15,17,11,13,1,0,2,2,1,2,3,1,3,4,1,2,12,13,1,0,0,1,0,0
2017,12,team_1,Valencia,Granada,draw,21,25,15,9,1,0,2,0,4,3,3,4,0,3,1,1,15,20,0,0,0,1,1,0
2017,12,team_1,Real Sporting,R. Sociedad,team_2,22,12,10,18,2,4,0,2,2,1,4,3,1,1,2,0,18,6,0,3,0,0,1,0
2017,12,team_1,Athletic,Villarreal,team_1,13,7,15,19,3,5,2,1,1,0,3,1,1,1,1,3,7,3,0,1,2,0,0,0
2017,12,team_1,Leganés,Osasuna,team_1,22,21,9,12,0,0,3,1,4,4,3,2,1,2,0,2,16,19,0,0,0,0,4,1
2017,13,team_1,Eibar,Real Betis,team_1,15,22,17,13,4,2,1,2,1,2,3,4,1,2,2,0,8,13,1,1,0,0,0,0
2017,13,team_1,Málaga,Deportivo,team_1,16,19,17,10,4,2,0,0,1,3,3,3,1,1,3,3,11,17,0,0,1,0,0,1
2017,13,team_1,Real Madrid,Real Sporting,team_1,10,25,34,11,4,2,5,0,0,3,0,4,2,1,1,2,1,18,5,0,0,0,0,2
2017,13,team_1,Espanyol,Leganés,team_1,17,22,14,11,0,1,3,3,2,4,1,3,4,1,2,0,12,15,1,1,0,0,0,0
2017,13,team_1,Sevilla,Valencia,team_1,17,22,22,16,5,1,2,2,1,4,1,3,0,1,3,1,3,16,1,0,0,1,0,0
2017,13,team_1,Villarreal,Alavés,team_2,8,16,19,11,5,1,1,2,0,2,2,3,1,3,3,1,4,14,0,0,0,0,1,1
2017,13,team_1,Osasuna,Atlético,team_2,23,11,12,25,0,4,1,2,4,1,3,2,2,1,2,2,19,6,0,0,0,0,2,2
2017,13,team_1,Celta,Granada,team_1,22,26,18,10,4,0,1,0,2,3,3,4,0,3,2,2,9,20,0,0,0,2,1,0
2017,13,team_1,R. Sociedad,Barcelona,draw,13,13,21,32,4,3,3,5,1,1,3,1,1,2,0,0,5,2,4,0,0,1,0,0
2017,13,team_1,Las Palmas,Athletic,team_1,20,13,21,16,3,4,1,2,0,1,4,3,3,1,1,1,10,7,0,1,0,0,1,0
2017,14,team_1,Granada,Sevilla,team_1,29,18,11,24,0,6,0,2,3,1,5,1,3,0,2,3,20,3,0,2,0,0,1,0
2017,14,team_1,Barcelona,Real Madrid,draw,14,11,33,36,3,5,5,5,1,0,1,0,2,2,1,1,2,1,0,5,2,0,0,0
2017,14,team_1,Leganés,Villarreal,draw,25,10,11,19,1,5,3,1,4,1,4,2,1,1,0,3,15,6,0,0,0,0,1,2
2017,14,team_1,Atlético,Espanyol,draw,11,17,28,17,4,1,3,3,1,2,2,1,1,4,2,2,4,12,1,2,0,0,0,0
2017,14,team_1,Real Betis,Celta,draw,25,23,14,21,2,5,2,1,2,2,5,3,2,0,0,2,14,9,0,1,0,0,1,0
2017,14,team_1,Athletic,Eibar,team_1,16,16,17,20,4,5,2,1,1,1,4,3,1,1,1,2,8,7,0,2,0,0,1,0
2017,14,team_1,Real Sporting,Osasuna,team_1,27,26,12,12,2,0,0,1,3,5,5,3,1,2,2,2,18,19,0,0,0,0,3,3
2017,14,team_1,Alavés,Las Palmas,draw,16,21,13,24,1,4,3,1,2,0,3,4,3,3,1,1,13,10,1,1,0,0,0,0
2017,14,team_1,Valencia,Málaga,draw,24,19,17,21,1,5,2,0,4,1,4,3,1,1,1,3,16,11,0,1,0,0,1,0
2017,14,team_1,Deportivo,R. Sociedad,team_1,23,14,13,22,2,4,0,3,3,1,4,3,1,2,3,0,17,5,0,0,0,1,2,0
2017,15,team_1,Málaga,Granada,draw,21,30,23,13,5,1,0,0,1,3,3,5,1,3,4,2,11,19,0,1,1,0,0,0
2017,15,team_1,Osasuna,Barcelona,team_2,29,15,13,34,0,3,1,5,5,1,4,1,2,3,2,1,20,2,0,0,0,3,4,0
2017,15,team_1,R. Sociedad,Valencia,team_1,19,26,23,19,4,1,3,2,1,4,4,4,2,2,0,1,7,17,0,0,0,1,1,0
2017,15,team_1,Las Palmas,Leganés,draw,22,25,25,11,4,1,1,3,0,4,4,4,3,2,2,0,10,15,0,0,1,1,0,0
2017,15,team_1,Real Madrid,Deportivo,team_1,12,24,37,18,5,3,5,0,0,3,0,4,2,1,2,3,1,16,0,1,1,0,0,0
2017,15,team_1,Eibar,Alavés,draw,19,17,21,14,5,1,1,3,1,2,4,3,1,4,2,1,8,13,0,0,0,1,1,0
2017,15,team_1,Celta,Sevilla,team_2,26,20,24,25,5,6,1,2,2,1,3,2,0,0,3,3,9,3,0,0,1,0,0,1
2017,15,team_1,Espanyol,Real Sporting,team_1,17,28,17,15,1,3,3,0,2,3,1,5,4,1,3,2,12,18,0,1,1,0,0,0
2017,15,team_1,Real Betis,Athletic,team_1,28,17,17,20,2,5,2,2,2,1,5,4,3,1,0,1,14,6,0,1,1,0,0,0
2017,15,team_1,Villarreal,Atlético,team_1,10,11,19,28,5,4,1,3,1,1,2,2,1,2,4,2,5,4,0,0,1,1,0,0
2017,16,team_1,Alavés,Real Betis,team_1,17,28,14,18,1,3,3,2,2,2,3,5,4,3,2,0,13,14,0,1,2,0,0,0
2017,16,team_1,Real Sporting,Villarreal,team_2,30,10,16,22,3,6,0,1,3,1,6,2,1,1,2,4,18,4,0,1,0,0,1,0
2017,16,team_1,Atlético,Las Palmas,team_1,14,23,28,26,4,4,3,1,1,0,3,4,2,4,2,2,6,12,0,0,0,2,1,0
2017,16,team_1,Granada,R. Sociedad,team_2,31,21,14,26,1,5,0,3,3,1,5,4,3,2,3,0,19,5,0,1,1,0,0,0
2017,16,team_1,Sevilla,Málaga,team_1,20,22,28,24,6,5,3,0,1,1,2,3,0,2,3,4,3,11,1,0,0,2,0,0
2017,16,team_1,Leganés,Eibar,draw,26,19,12,21,1,5,3,1,4,1,4,4,2,2,1,2,15,8,0,0,2,1,0,0
2017,16,team_1,Deportivo,Osasuna,team_1,27,32,20,13,3,0,0,1,3,6,5,4,1,2,3,2,16,20,0,0,0,0,1,5
2017,16,team_1,Barcelona,Espanyol,team_1,15,18,37,19,3,2,6,3,1,2,1,1,3,4,1,3,2,9,1,1,0,0,0,0
2017,16,team_1,Athletic,Celta,team_1,18,29,20,24,5,5,2,1,1,3,5,3,1,0,1,3,7,10,0,0,0,0,1,1
2017,16,team_1,Valencia,Real Madrid,team_1,29,14,21,40,1,6,2,5,4,0,5,0,2,2,1,2,17,1,0,1,0,0,1,0
2017,17,team_1,Espanyol,Deportivo,draw,22,27,20,22,2,4,3,0,2,3,2,5,4,1,3,3,9,16,0,1,0,0,1,0
2017,17,team_1,Real Madrid,Granada,team_1,16,33,41,14,6,1,5,0,0,4,1,5,2,3,2,3,1,19,0,0,0,0,1,1
2017,17,team_1,Eibar,Atlético,team_2,20,14,22,29,5,5,1,3,1,1,4,3,2,2,3,2,8,6,0,1,2,0,0,0
2017,17,team_1,Las Palmas,Real Sporting,team_1,24,33,26,17,4,3,1,0,0,4,5,6,4,1,2,2,13,18,0,0,0,0,1,2
2017,17,team_1,R. Sociedad,Sevilla,team_2,21,21,28,32,5,7,4,3,1,1,4,2,2,0,0,3,5,3,2,2,0,0,0,0
2017,17,team_1,Athletic,Alavés,draw,19,17,22,15,6,2,2,3,1,2,5,3,1,4,1,2,7,11,1,1,0,0,0,0
2017,17,team_1,Real Betis,Leganés,team_1,29,27,18,13,3,1,2,3,2,4,6,4,3,3,0,1,14,15,0,0,0,3,1,0
2017,17,team_1,Celta,Málaga,team_1,31,26,25,25,5,5,1,0,3,1,4,4,0,2,3,4,10,12,0,0,0,0,2,1
2017,17,team_1,Villarreal,Barcelona,draw,11,16,25,41,6,4,2,6,1,1,2,1,1,3,4,1,4,2,2,2,0,0,0,0
2017,17,team_1,Osasuna,Valencia,draw,34,30,13,23,0,2,1,2,6,4,5,5,2,2,2,1,20,17,0,1,0,0,5,0
2017,18,team_1,Leganés,Athletic,draw,29,19,13,22,1,6,3,2,4,1,5,5,3,2,1,1,17,7,0,0,0,1,1,0
2017,18,team_1,Barcelona,Las Palmas,team_1,17,24,42,27,4,5,6,1,1,0,1,5,3,4,2,2,3,9,0,1,1,0,0,0
2017,18,team_1,Atlético,Real Betis,team_1,14,29,31,20,5,4,4,2,1,2,3,6,2,3,2,0,4,13,2,1,0,0,0,0
2017,18,team_1,Deportivo,Villarreal,draw,28,12,23,26,4,6,0,2,3,1,5,2,1,2,4,4,15,5,0,0,1,1,0,0
2017,18,team_1,Valencia,Espanyol,team_1,33,23,26,21,2,2,2,3,4,2,5,2,2,5,2,3,16,11,0,0,1,1,0,0
2017,18,team_1,Celta,Alavés,team_1,32,17,28,15,6,2,1,3,3,2,4,3,0,4,3,3,8,12,1,0,0,1,0,0
2017,18,team_1,Real Sporting,Eibar,team_2,34,22,17,22,3,5,0,1,4,2,7,4,1,2,2,3,18,10,0,0,0,0,3,1
2017,18,team_1,Granada,Osasuna,draw,38,37,14,16,1,0,0,1,4,6,6,5,3,3,3,2,19,20,0,0,0,1,2,0
2017,18,team_1,Sevilla,Real Madrid,team_1,21,16,36,46,7,7,4,5,1,0,2,1,0,2,3,2,2,1,3,1,0,0,0,0
2017,18,team_1,Málaga,R. Sociedad,team_2,29,25,26,28,5,5,0,4,1,2,5,4,2,2,4,0,14,6,0,0,0,0,2,1
2017,19,team_1,Las Palmas,Deportivo,draw,29,28,27,23,5,4,1,0,0,3,6,5,4,2,2,4,10,16,0,0,0,2,1,0
2017,19,team_1,Espanyol,Granada,team_1,25,39,22,15,2,1,3,0,2,4,3,6,5,4,3,3,11,19,0,0,0,1,1,0
2017,19,team_1,Real Madrid,Málaga,team_1,18,31,47,26,7,5,5,0,0,2,2,5,2,2,2,4,1,14,0,0,0,0,1,3
2017,19,team_1,Alavés,Leganés,draw,18,29,15,13,2,1,3,3,2,4,4,5,4,4,3,1,12,17,0,0,0,1,1,0
2017,19,team_1,Villarreal,Valencia,team_2,12,34,26,28,6,3,2,2,1,4,2,5,2,2,5,2,6,15,0,1,2,0,0,0
2017,19,team_1,Osasuna,Sevilla,team_2,38,22,17,38,0,8,1,4,6,1,5,2,3,0,3,3,20,2,0,4,2,0,0,0
2017,19,team_1,Athletic,Atlético,draw,19,14,22,32,6,6,2,4,1,1,5,3,2,2,2,2,7,4,0,3,2,0,0,0
2017,19,team_1,R. Sociedad,Celta,team_1,25,32,30,29,5,7,5,1,2,3,4,4,2,0,0,3,5,8,1,2,0,0,0,0
2017,19,team_1,Real Betis,Real Sporting,draw,30,37,20,19,4,3,2,0,2,5,7,7,3,1,0,2,13,18,0,0,0,0,1,4
2017,19,team_1,Eibar,Barcelona,team_2,24,17,25,47,5,5,2,6,2,1,4,1,2,3,3,2,9,3,1,1,0,0,0,0
2017,20,team_2,Málaga,Osasuna,draw,33,42,27,20,5,0,0,1,2,7,6,5,2,3,4,3,15,20,0,0,0,0,4,1
2017,20,team_2,Granada,Villarreal,team_2,42,14,16,26,1,6,0,2,4,2,7,2,4,2,3,5,19,6,0,0,0,0,1,1
2017,20,team_2,Atlético,Alavés,draw,16,20,34,17,6,2,4,3,1,2,3,4,2,5,3,3,5,12,0,0,1,1,0,0
2017,20,team_2,Deportivo,Eibar,team_2,29,28,24,25,4,5,0,2,3,3,5,4,2,2,5,3,16,10,0,0,3,0,0,1
2017,20,team_2,Celta,Leganés,team_1,33,31,29,15,7,1,1,3,3,4,5,5,0,4,3,2,8,17,0,0,0,2,1,0
2017,20,team_2,Barcelona,Real Betis,draw,17,30,51,20,5,4,7,2,1,2,1,7,3,4,2,0,3,13,2,0,0,1,0,0
2017,20,team_2,Sevilla,Espanyol,team_2,25,26,42,25,8,3,5,3,1,2,2,3,0,5,3,3,2,9,5,1,0,0,0,0
2017,20,team_2,Real Sporting,Athletic,team_2,37,21,19,24,3,6,0,2,5,1,7,5,1,3,3,2,18,7,0,0,1,3,0,0
2017,20,team_2,R. Sociedad,Real Madrid,team_2,25,19,31,49,6,8,5,5,2,0,4,2,2,2,0,2,4,1,2,1,0,0,0,0
2017,20,team_2,Valencia,Las Palmas,team_2,34,30,30,28,3,5,3,1,4,0,5,6,2,5,2,2,14,11,2,0,0,1,0,0
2017,21,team_2,Espanyol,Málaga,team_1,27,34,28,28,4,5,3,0,2,2,3,6,5,2,3,5,9,14,2,0,0,1,0,0
2017,21,team_2,Athletic,Barcelona,team_2,22,18,26,52,7,5,2,7,1,1,5,1,3,3,2,3,7,2,1,0,0,1,0,0
2017,21,team_2,Leganés,Atlético,team_2,33,16,15,34,1,6,3,4,5,1,5,3,4,2,2,4,17,4,0,0,0,2,1,0
2017,21,team_2,Eibar,Valencia,team_1,29,37,28,31,6,3,2,3,3,4,4,6,2,2,3,2,10,15,1,0,0,0,0,1
2017,21,team_2,Villarreal,Sevilla,draw,14,28,28,43,7,8,2,5,2,1,2,3,2,0,5,3,6,3,1,0,0,0,0,1
2017,21,team_2,Alavés,Real Sporting,team_1,20,39,17,20,2,3,3,0,2,5,4,8,6,1,3,3,12,18,0,0,2,0,0,1
2017,21,team_2,Osasuna,R. Sociedad,team_2,43,28,21,31,0,6,1,5,7,2,5,5,4,2,3,0,19,5,0,0,1,0,0,1
2017,21,team_2,Las Palmas,Granada,team_2,31,44,31,16,6,1,1,0,0,4,6,8,5,4,2,3,11,20,1,0,0,0,0,2
